order_id,order_date,region,channel,product_category,product,quantity,unit_price,total_price,customer_id
ORD-00561,2025-04-24,APAC,In-Store,Sports,Yoga Mat,2,43.11,86.22,CUST-0001
ORD-00562,2025-02-24,EU,In-Store,Home,Lamp,9,43.30,389.70,CUST-0012
ORD-00563,2025-04-11,NA,In-Store,Clothing,Sneakers,2,88.00,176.00,CUST-0049
ORD-00564,2025-02-25,LATAM,Online,Clothing,Sneakers,4,101.18,404.72,CUST-0194
ORD-00565,2025-10-29,EU,In-Store,Books,Fiction Novel,8,17.77,142.16,CUST-0245
ORD-00566,2025-08-10,LATAM,Mobile,Electronics,Smartwatch,1,325.11,325.11,CUST-0215
ORD-00567,2025-03-07,LATAM,Mobile,Clothing,Dress,3,117.61,352.83,CUST-0027
ORD-00568,2025-07-16,EU,In-Store,Books,Children's Book,6,15.02,90.12,CUST-0108
ORD-00569,2025-03-10,LATAM,Mobile,Sports,Running Shoes,5,128.16,640.80,CUST-0036
ORD-00570,2025-12-31,EU,Online,Books,Biography,9,26.60,239.40,CUST-0189
ORD-00571,2025-12-11,EU,Mobile,Clothing,Dress,5,116.16,580.80,CUST-0034
ORD-00572,2025-10-15,LATAM,Mobile,Books,Biography,2,25.88,51.76,CUST-0123
ORD-00573,2025-09-25,NA,In-Store,Books,Biography,7,26.22,183.54,CUST-0028
ORD-00574,2025-03-24,APAC,Online,Clothing,T-Shirt,1,22.75,22.75,CUST-0074
ORD-00575,2025-01-17,LATAM,Online,Electronics,Smartphone,4,914.67,3658.68,CUST-0092
ORD-00576,2025-10-15,EU,Mobile,Books,Children's Book,4,16.09,64.36,CUST-0100
ORD-00577,2025-12-17,NA,Online,Home,Coffee Maker,7,86.96,608.72,CUST-0081
ORD-00578,2025-08-15,EU,Mobile,Home,Vacuum,10,244.34,2443.40,CUST-0213
ORD-00579,2025-04-11,EU,In-Store,Home,Lamp,9,48.22,433.98,CUST-0199
ORD-00580,2025-03-30,NA,In-Store,Sports,Dumbbells,2,77.02,154.04,CUST-0189
ORD-00581,2025-03-08,APAC,Online,Electronics,Tablet,5,508.49,2542.45,CUST-0042
ORD-00582,2025-06-15,NA,Mobile,Home,Cookware Set,3,137.92,413.76,CUST-0153
ORD-00583,2025-10-09,NA,Mobile,Books,Biography,8,26.09,208.72,CUST-0092
ORD-00584,2025-09-24,EU,In-Store,Home,Lamp,4,51.17,204.68,CUST-0018
ORD-00585,2025-04-24,EU,Mobile,Books,Children's Book,7,13.16,92.12,CUST-0227
ORD-00586,2025-11-13,LATAM,Mobile,Home,Bed Linen,6,70.36,422.16,CUST-0136
ORD-00587,2025-11-25,EU,Online,Electronics,Laptop,6,1180.44,7082.64,CUST-0158
ORD-00588,2025-10-04,APAC,Online,Home,Cookware Set,2,154.52,309.04,CUST-0186
ORD-00589,2025-08-17,NA,In-Store,Books,Biography,9,26.18,235.62,CUST-0125
ORD-00590,2025-02-19,NA,Mobile,Clothing,Jacket,9,122.46,1102.14,CUST-0043
ORD-00591,2025-08-06,NA,Online,Electronics,Headphones,4,199.71,798.84,CUST-0214
ORD-00592,2025-03-20,LATAM,Mobile,Books,Textbook,2,91.30,182.60,CUST-0007
ORD-00593,2025-04-02,APAC,Mobile,Home,Coffee Maker,2,78.48,156.96,CUST-0204
ORD-00594,2025-07-28,LATAM,Mobile,Electronics,Smartwatch,4,359.45,1437.80,CUST-0100
ORD-00595,2025-12-11,NA,Mobile,Sports,Bicycle,6,555.79,3334.74,CUST-0031
ORD-00596,2025-02-07,NA,In-Store,Books,Fiction Novel,10,15.55,155.50,CUST-0092
ORD-00597,2025-08-13,LATAM,Mobile,Home,Lamp,2,42.05,84.10,CUST-0098
ORD-00598,2025-03-11,LATAM,Mobile,Electronics,Tablet,3,505.02,1515.06,CUST-0192
ORD-00599,2025-11-28,NA,Mobile,Home,Vacuum,5,231.70,1158.50,CUST-0096
ORD-00600,2025-10-21,LATAM,Mobile,Books,Cookbook,2,25.88,51.76,CUST-0153
ORD-00601,2025-06-26,LATAM,Mobile,Books,Fiction Novel,5,16.43,82.15,CUST-0055
ORD-00602,2025-11-12,APAC,Online,Books,Cookbook,3,27.16,81.48,CUST-0214
ORD-00603,2025-10-09,NA,In-Store,Electronics,Headphones,10,199.02,1990.20,CUST-0119
ORD-00604,2025-10-25,APAC,In-Store,Electronics,Smartphone,2,772.84,1545.68,CUST-0125
ORD-00605,2025-02-05,EU,In-Store,Clothing,Jeans,2,60.81,121.62,CUST-0231
ORD-00606,2025-06-06,EU,Mobile,Sports,Bicycle,6,672.69,4036.14,CUST-0178
ORD-00607,2025-03-28,APAC,Online,Books,Biography,6,27.30,163.80,CUST-0002
ORD-00608,2025-03-10,APAC,In-Store,Clothing,Sneakers,5,104.69,523.45,CUST-0174
ORD-00609,2025-09-07,NA,Online,Sports,Bicycle,6,703.58,4221.48,CUST-0142
ORD-00610,2025-03-13,EU,In-Store,Books,Fiction Novel,5,19.94,99.70,CUST-0229
ORD-00611,2025-11-20,LATAM,Mobile,Electronics,Laptop,1,1325.85,1325.85,CUST-0008
ORD-00612,2025-10-04,EU,In-Store,Clothing,T-Shirt,9,23.20,208.80,CUST-0121
ORD-00613,2025-05-29,LATAM,Mobile,Sports,Dumbbells,10,90.95,909.50,CUST-0035
ORD-00614,2025-01-06,EU,Mobile,Books,Fiction Novel,7,17.26,120.82,CUST-0170
ORD-00615,2025-04-02,EU,Mobile,Clothing,Dress,3,108.23,324.69,CUST-0145
ORD-00616,2025-09-07,NA,In-Store,Sports,Running Shoes,1,119.03,119.03,CUST-0060
ORD-00617,2025-09-23,APAC,In-Store,Home,Vacuum,1,231.13,231.13,CUST-0233
ORD-00618,2025-11-29,NA,Mobile,Sports,Bicycle,1,560.28,560.28,CUST-0083
ORD-00619,2025-10-19,LATAM,Mobile,Books,Biography,5,24.57,122.85,CUST-0045
ORD-00620,2025-02-09,APAC,In-Store,Sports,Running Shoes,10,135.98,1359.80,CUST-0133
ORD-00621,2025-06-26,LATAM,Mobile,Clothing,Dress,7,105.15,736.05,CUST-0125
ORD-00622,2025-04-28,APAC,Online,Electronics,Smartwatch,3,314.23,942.69,CUST-0020
ORD-00623,2025-03-02,EU,In-Store,Clothing,Jeans,3,62.31,186.93,CUST-0170
ORD-00624,2025-09-03,EU,Mobile,Home,Coffee Maker,8,94.73,757.84,CUST-0054
ORD-00625,2025-10-21,EU,Online,Sports,Yoga Mat,4,34.52,138.08,CUST-0152
ORD-00626,2025-03-27,EU,Mobile,Books,Fiction Novel,10,16.09,160.90,CUST-0067
ORD-00627,2025-12-05,APAC,Online,Sports,Tennis Racket,10,124.95,1249.50,CUST-0211
ORD-00628,2025-09-04,EU,In-Store,Clothing,Sneakers,10,109.04,1090.40,CUST-0044
ORD-00629,2025-04-04,APAC,Online,Books,Cookbook,10,32.88,328.80,CUST-0160
ORD-00630,2025-04-28,LATAM,Online,Home,Cookware Set,10,164.35,1643.50,CUST-0097
ORD-00631,2025-09-16,LATAM,Online,Electronics,Laptop,4,1208.18,4832.72,CUST-0176
ORD-00632,2025-11-11,NA,Mobile,Books,Fiction Novel,3,17.87,53.61,CUST-0154
ORD-00633,2025-03-08,NA,Mobile,Books,Fiction Novel,2,17.90,35.80,CUST-0231
ORD-00634,2025-01-23,LATAM,Online,Sports,Tennis Racket,7,115.33,807.31,CUST-0179
ORD-00635,2025-12-23,NA,In-Store,Sports,Bicycle,6,667.36,4004.16,CUST-0148
ORD-00636,2025-02-12,LATAM,In-Store,Clothing,Jacket,8,151.17,1209.36,CUST-0073
ORD-00637,2025-03-02,NA,In-Store,Clothing,T-Shirt,1,25.58,25.58,CUST-0134
ORD-00638,2025-03-21,APAC,In-Store,Clothing,Jacket,7,134.22,939.54,CUST-0110
ORD-00639,2025-05-22,LATAM,Online,Books,Textbook,10,81.57,815.70,CUST-0175
ORD-00640,2025-07-09,LATAM,In-Store,Sports,Tennis Racket,9,119.37,1074.33,CUST-0144
ORD-00641,2025-07-23,EU,Mobile,Home,Lamp,6,48.70,292.20,CUST-0189
ORD-00642,2025-03-24,EU,Mobile,Electronics,Headphones,8,195.29,1562.32,CUST-0026
ORD-00643,2025-12-17,NA,Online,Sports,Running Shoes,9,134.45,1210.05,CUST-0181
ORD-00644,2025-08-30,LATAM,Online,Sports,Yoga Mat,2,43.88,87.76,CUST-0238
ORD-00645,2025-11-08,LATAM,In-Store,Electronics,Smartphone,4,817.06,3268.24,CUST-0010
ORD-00646,2025-11-02,EU,Mobile,Books,Children's Book,5,15.95,79.75,CUST-0015
ORD-00647,2025-12-03,APAC,Online,Sports,Bicycle,1,591.83,591.83,CUST-0239
ORD-00648,2025-04-29,EU,Mobile,Electronics,Smartwatch,9,321.52,2893.68,CUST-0158
ORD-00649,2025-03-22,APAC,In-Store,Electronics,Smartphone,4,889.53,3558.12,CUST-0023
ORD-00650,2025-09-23,NA,Online,Home,Cookware Set,7,164.13,1148.91,CUST-0004
ORD-00651,2025-06-28,APAC,Online,Books,Biography,9,26.99,242.91,CUST-0089
ORD-00652,2025-10-22,APAC,Online,Books,Cookbook,8,33.87,270.96,CUST-0002
ORD-00653,2025-09-15,APAC,Online,Sports,Tennis Racket,2,122.11,244.22,CUST-0076
ORD-00654,2025-10-22,LATAM,In-Store,Books,Biography,9,26.25,236.25,CUST-0065
ORD-00655,2025-08-23,LATAM,Mobile,Books,Textbook,4,91.57,366.28,CUST-0175
ORD-00656,2025-07-15,EU,Mobile,Electronics,Tablet,2,463.67,927.34,CUST-0163
ORD-00657,2025-09-22,NA,Mobile,Clothing,Jacket,7,159.13,1113.91,CUST-0138
ORD-00658,2025-12-11,APAC,Online,Home,Vacuum,5,193.14,965.70,CUST-0192
ORD-00659,2025-04-22,APAC,Online,Books,Cookbook,8,28.32,226.56,CUST-0229
ORD-00660,2025-05-04,APAC,Online,Clothing,Sneakers,4,87.44,349.76,CUST-0224
ORD-00661,2025-07-02,NA,Online,Clothing,Jeans,4,71.56,286.24,CUST-0040
ORD-00662,2025-10-05,NA,In-Store,Electronics,Tablet,10,425.99,4259.90,CUST-0246
ORD-00663,2025-10-22,APAC,In-Store,Home,Lamp,6,44.90,269.40,CUST-0223
ORD-00664,2025-10-23,NA,Mobile,Clothing,Dress,5,106.63,533.15,CUST-0033
ORD-00665,2025-06-27,EU,In-Store,Sports,Bicycle,9,558.85,5029.65,CUST-0101
ORD-00666,2025-01-05,EU,In-Store,Electronics,Smartwatch,8,302.30,2418.40,CUST-0004
ORD-00667,2025-05-13,APAC,Online,Books,Fiction Novel,6,17.25,103.50,CUST-0048
ORD-00668,2025-04-05,LATAM,Online,Home,Cookware Set,10,152.47,1524.70,CUST-0128
ORD-00669,2025-05-24,EU,Mobile,Sports,Running Shoes,6,143.82,862.92,CUST-0116
ORD-00670,2025-05-19,EU,Mobile,Clothing,Dress,4,120.37,481.48,CUST-0206
ORD-00671,2025-03-18,NA,Online,Sports,Bicycle,4,580.94,2323.76,CUST-0122
ORD-00672,2025-11-19,APAC,In-Store,Sports,Bicycle,3,746.63,2239.89,CUST-0133
ORD-00673,2025-01-25,NA,Mobile,Home,Bed Linen,9,83.07,747.63,CUST-0102
ORD-00674,2025-09-01,NA,In-Store,Clothing,T-Shirt,4,27.35,109.40,CUST-0215
ORD-00675,2025-10-13,APAC,In-Store,Home,Bed Linen,6,71.86,431.16,CUST-0239
ORD-00676,2025-12-14,EU,Mobile,Electronics,Tablet,2,477.66,955.32,CUST-0247
ORD-00677,2025-05-26,APAC,Mobile,Books,Children's Book,3,17.16,51.48,CUST-0091
ORD-00678,2025-07-15,APAC,In-Store,Books,Textbook,8,94.94,759.52,CUST-0158
ORD-00679,2025-11-10,LATAM,Online,Clothing,Jeans,6,63.48,380.88,CUST-0147
ORD-00680,2025-06-12,APAC,Mobile,Electronics,Headphones,6,165.32,991.92,CUST-0168
ORD-00681,2025-08-16,APAC,Mobile,Home,Lamp,7,41.91,293.37,CUST-0200
ORD-00682,2025-04-05,NA,Online,Books,Children's Book,8,14.61,116.88,CUST-0219
ORD-00683,2025-07-23,NA,Online,Clothing,Jacket,2,127.84,255.68,CUST-0027
ORD-00684,2025-07-23,NA,Online,Sports,Tennis Racket,1,102.95,102.95,CUST-0135
ORD-00685,2025-07-19,EU,Online,Home,Lamp,3,39.39,118.17,CUST-0080
ORD-00686,2025-03-29,NA,Mobile,Home,Cookware Set,3,142.30,426.90,CUST-0008
ORD-00687,2025-10-04,APAC,Mobile,Home,Bed Linen,8,74.26,594.08,CUST-0240
ORD-00688,2025-11-02,LATAM,Mobile,Sports,Dumbbells,9,76.76,690.84,CUST-0117
ORD-00689,2025-04-27,NA,In-Store,Books,Biography,6,23.87,143.22,CUST-0207
ORD-00690,2025-06-05,NA,Mobile,Home,Bed Linen,7,69.60,487.20,CUST-0003
ORD-00691,2025-01-05,LATAM,In-Store,Clothing,Jacket,5,138.71,693.55,CUST-0177
ORD-00692,2025-11-02,NA,Mobile,Home,Coffee Maker,7,98.05,686.35,CUST-0060
ORD-00693,2025-08-12,EU,Online,Home,Vacuum,7,245.22,1716.54,CUST-0102
ORD-00694,2025-08-05,EU,Mobile,Sports,Bicycle,4,603.78,2415.12,CUST-0161
ORD-00695,2025-09-30,APAC,In-Store,Books,Biography,5,25.07,125.35,CUST-0208
ORD-00696,2025-02-26,LATAM,Mobile,Clothing,T-Shirt,3,22.27,66.81,CUST-0164
ORD-00697,2025-06-14,EU,Online,Sports,Running Shoes,10,129.69,1296.90,CUST-0005
ORD-00698,2025-05-25,EU,Mobile,Books,Fiction Novel,3,20.55,61.65,CUST-0069
ORD-00699,2025-01-08,EU,In-Store,Sports,Yoga Mat,4,35.08,140.32,CUST-0127
ORD-00700,2025-08-26,NA,In-Store,Sports,Running Shoes,8,149.42,1195.36,CUST-0179
ORD-00701,2025-07-20,LATAM,Online,Electronics,Headphones,1,167.39,167.39,CUST-0019
ORD-00702,2025-03-04,EU,In-Store,Clothing,Jacket,7,153.79,1076.53,CUST-0250
ORD-00703,2025-02-18,EU,In-Store,Sports,Dumbbells,1,77.33,77.33,CUST-0134
ORD-00704,2025-01-22,NA,In-Store,Sports,Running Shoes,6,116.69,700.14,CUST-0191
ORD-00705,2025-01-27,EU,Online,Sports,Running Shoes,4,124.56,498.24,CUST-0222
ORD-00706,2025-05-22,NA,In-Store,Clothing,Sneakers,6,81.18,487.08,CUST-0150
ORD-00707,2025-12-20,EU,In-Store,Clothing,T-Shirt,1,25.61,25.61,CUST-0122
ORD-00708,2025-12-18,APAC,Mobile,Electronics,Headphones,3,180.00,540.00,CUST-0159
ORD-00709,2025-12-26,NA,Online,Electronics,Laptop,6,1252.05,7512.30,CUST-0138
ORD-00710,2025-11-27,APAC,In-Store,Sports,Dumbbells,6,97.28,583.68,CUST-0194
ORD-00711,2025-03-10,NA,In-Store,Clothing,T-Shirt,7,23.94,167.58,CUST-0065
ORD-00712,2025-09-08,EU,Mobile,Sports,Tennis Racket,5,121.54,607.70,CUST-0049
ORD-00713,2025-11-03,EU,Online,Home,Bed Linen,8,69.94,559.52,CUST-0235
ORD-00714,2025-05-15,APAC,In-Store,Books,Cookbook,8,28.16,225.28,CUST-0139
ORD-00715,2025-01-10,APAC,Mobile,Electronics,Smartwatch,7,342.43,2397.01,CUST-0159
ORD-00716,2025-10-03,LATAM,Online,Clothing,Jacket,2,146.65,293.30,CUST-0210
ORD-00717,2025-05-25,LATAM,Mobile,Books,Textbook,9,76.18,685.62,CUST-0083
ORD-00718,2025-02-04,EU,Online,Home,Coffee Maker,2,90.63,181.26,CUST-0012
ORD-00719,2025-02-20,LATAM,Mobile,Electronics,Headphones,2,179.21,358.42,CUST-0009
ORD-00720,2025-05-12,APAC,Online,Sports,Tennis Racket,10,127.25,1272.50,CUST-0013
ORD-00721,2025-04-17,LATAM,Online,Books,Fiction Novel,1,20.32,20.32,CUST-0168
ORD-00722,2025-08-01,APAC,Mobile,Sports,Yoga Mat,6,40.70,244.20,CUST-0211
ORD-00723,2025-02-06,APAC,Online,Electronics,Smartwatch,5,322.79,1613.95,CUST-0214
ORD-00724,2025-04-29,LATAM,Online,Clothing,Dress,2,96.84,193.68,CUST-0137
ORD-00725,2025-04-02,LATAM,Mobile,Clothing,Dress,4,112.31,449.24,CUST-0143
ORD-00726,2025-12-26,LATAM,Online,Electronics,Smartwatch,6,336.75,2020.50,CUST-0171
ORD-00727,2025-06-22,EU,Mobile,Clothing,Jeans,9,63.08,567.72,CUST-0169
ORD-00728,2025-10-09,APAC,In-Store,Books,Textbook,6,95.26,571.56,CUST-0084
ORD-00729,2025-10-07,LATAM,Mobile,Sports,Running Shoes,10,119.89,1198.90,CUST-0055
ORD-00730,2025-07-23,NA,In-Store,Home,Bed Linen,8,73.82,590.56,CUST-0001
ORD-00731,2025-06-04,APAC,Online,Books,Fiction Novel,9,16.03,144.27,CUST-0002
ORD-00732,2025-12-20,APAC,Mobile,Clothing,Jacket,1,151.40,151.40,CUST-0211
ORD-00733,2025-03-21,NA,In-Store,Books,Children's Book,10,16.92,169.20,CUST-0025
ORD-00734,2025-10-26,EU,In-Store,Home,Vacuum,3,204.49,613.47,CUST-0064
ORD-00735,2025-04-22,NA,Mobile,Home,Coffee Maker,10,87.29,872.90,CUST-0188
ORD-00736,2025-12-20,NA,Mobile,Home,Cookware Set,3,159.44,478.32,CUST-0180
ORD-00737,2025-01-29,APAC,In-Store,Home,Coffee Maker,10,86.80,868.00,CUST-0236
ORD-00738,2025-04-27,NA,Mobile,Sports,Bicycle,2,722.11,1444.22,CUST-0192
ORD-00739,2025-06-13,EU,In-Store,Sports,Yoga Mat,5,40.29,201.45,CUST-0139
ORD-00740,2025-07-21,LATAM,Mobile,Books,Cookbook,3,25.95,77.85,CUST-0249
ORD-00741,2025-05-29,LATAM,Online,Books,Children's Book,2,13.75,27.50,CUST-0202
ORD-00742,2025-01-26,LATAM,In-Store,Clothing,Jacket,2,138.99,277.98,CUST-0141
ORD-00743,2025-12-24,EU,In-Store,Electronics,Tablet,9,490.17,4411.53,CUST-0034
ORD-00744,2025-10-20,EU,Online,Books,Cookbook,8,29.06,232.48,CUST-0051
ORD-00745,2025-10-22,NA,Mobile,Electronics,Smartphone,7,804.97,5634.79,CUST-0023
ORD-00746,2025-06-14,NA,In-Store,Sports,Bicycle,6,620.42,3722.52,CUST-0089
ORD-00747,2025-08-15,EU,In-Store,Clothing,Jacket,10,153.51,1535.10,CUST-0160
ORD-00748,2025-03-21,NA,Online,Electronics,Headphones,4,190.01,760.04,CUST-0194
ORD-00749,2025-05-28,APAC,Mobile,Electronics,Headphones,10,203.04,2030.40,CUST-0004
ORD-00750,2025-06-19,EU,Online,Electronics,Smartphone,8,842.65,6741.20,CUST-0054
ORD-00751,2025-11-15,EU,Mobile,Books,Children's Book,5,15.22,76.10,CUST-0187
ORD-00752,2025-09-27,APAC,Online,Electronics,Tablet,10,560.91,5609.10,CUST-0012
ORD-00753,2025-11-13,NA,In-Store,Electronics,Smartphone,4,923.74,3694.96,CUST-0070
ORD-00754,2025-12-06,APAC,Online,Electronics,Laptop,7,1257.73,8804.11,CUST-0219
ORD-00755,2025-07-14,NA,In-Store,Electronics,Smartphone,7,781.45,5470.15,CUST-0131
ORD-00756,2025-04-12,LATAM,Mobile,Sports,Tennis Racket,9,105.17,946.53,CUST-0129
ORD-00757,2025-06-06,LATAM,In-Store,Electronics,Laptop,4,1352.02,5408.08,CUST-0086
ORD-00758,2025-07-01,APAC,Online,Clothing,T-Shirt,6,26.38,158.28,CUST-0161
ORD-00759,2025-07-18,NA,Mobile,Books,Biography,1,24.91,24.91,CUST-0228
ORD-00760,2025-07-21,EU,Online,Home,Vacuum,3,209.56,628.68,CUST-0169
ORD-00761,2025-12-18,LATAM,Online,Sports,Tennis Racket,10,133.42,1334.20,CUST-0059
ORD-00762,2025-11-06,LATAM,Mobile,Books,Cookbook,7,34.23,239.61,CUST-0085
ORD-00763,2025-12-17,EU,Online,Clothing,Jeans,3,66.58,199.74,CUST-0205
ORD-00764,2025-03-16,EU,In-Store,Home,Lamp,3,44.06,132.18,CUST-0168
ORD-00765,2025-03-02,APAC,Online,Electronics,Smartwatch,9,363.07,3267.63,CUST-0048
ORD-00766,2025-06-05,APAC,Online,Electronics,Smartphone,7,967.61,6773.27,CUST-0114
ORD-00767,2025-11-10,APAC,Mobile,Clothing,T-Shirt,3,22.64,67.92,CUST-0158
ORD-00768,2025-04-29,NA,In-Store,Books,Children's Book,4,15.43,61.72,CUST-0176
ORD-00769,2025-11-06,APAC,Online,Electronics,Tablet,3,500.35,1501.05,CUST-0121
ORD-00770,2025-04-09,NA,In-Store,Sports,Bicycle,8,579.31,4634.48,CUST-0058
ORD-00771,2025-12-10,EU,Online,Electronics,Smartphone,7,779.25,5454.75,CUST-0052
ORD-00772,2025-06-16,LATAM,Online,Clothing,Sneakers,10,94.71,947.10,CUST-0222
ORD-00773,2025-07-14,APAC,In-Store,Sports,Bicycle,1,671.05,671.05,CUST-0185
ORD-00774,2025-11-25,NA,Mobile,Books,Children's Book,10,15.16,151.60,CUST-0225
ORD-00775,2025-01-22,EU,Mobile,Electronics,Tablet,8,549.05,4392.40,CUST-0225
ORD-00776,2025-09-22,NA,Online,Books,Textbook,1,86.47,86.47,CUST-0196
ORD-00777,2025-05-27,EU,In-Store,Home,Cookware Set,7,178.45,1249.15,CUST-0119
ORD-00778,2025-03-14,LATAM,Online,Home,Lamp,1,47.56,47.56,CUST-0119
ORD-00779,2025-12-23,EU,In-Store,Books,Fiction Novel,3,19.51,58.53,CUST-0140
ORD-00780,2025-08-21,EU,In-Store,Sports,Running Shoes,8,111.47,891.76,CUST-0152
ORD-00781,2025-12-31,EU,Mobile,Electronics,Smartphone,6,898.89,5393.34,CUST-0204
ORD-00782,2025-11-21,NA,Mobile,Electronics,Laptop,2,1274.24,2548.48,CUST-0093
ORD-00783,2025-07-13,LATAM,Online,Sports,Tennis Racket,10,136.19,1361.90,CUST-0141
ORD-00784,2025-03-18,EU,Online,Clothing,Jacket,10,155.59,1555.90,CUST-0042
ORD-00785,2025-08-17,EU,Online,Electronics,Tablet,5,471.43,2357.15,CUST-0074
ORD-00786,2025-05-10,LATAM,In-Store,Clothing,Jeans,1,67.39,67.39,CUST-0004
ORD-00787,2025-09-10,EU,Mobile,Sports,Tennis Racket,1,123.89,123.89,CUST-0061
ORD-00788,2025-11-04,NA,Online,Sports,Bicycle,7,638.67,4470.69,CUST-0154
ORD-00789,2025-04-17,EU,Online,Books,Biography,10,24.93,249.30,CUST-0013
ORD-00790,2025-01-17,APAC,In-Store,Electronics,Smartphone,1,759.57,759.57,CUST-0171
ORD-00791,2025-04-02,APAC,Mobile,Electronics,Laptop,2,1170.10,2340.20,CUST-0042
ORD-00792,2025-08-22,APAC,Online,Books,Children's Book,9,13.55,121.95,CUST-0192
ORD-00793,2025-07-14,NA,In-Store,Electronics,Smartphone,6,816.49,4898.94,CUST-0210
ORD-00794,2025-03-04,APAC,In-Store,Books,Fiction Novel,5,17.84,89.20,CUST-0178
ORD-00795,2025-04-18,NA,Online,Books,Textbook,9,77.60,698.40,CUST-0157
ORD-00796,2025-12-19,APAC,In-Store,Books,Children's Book,2,14.93,29.86,CUST-0155
ORD-00797,2025-11-16,EU,Mobile,Books,Biography,5,24.18,120.90,CUST-0091
ORD-00798,2025-09-12,EU,Mobile,Books,Textbook,9,90.84,817.56,CUST-0127
ORD-00799,2025-01-13,NA,Mobile,Clothing,Jacket,4,119.07,476.28,CUST-0120
ORD-00800,2025-06-20,EU,Online,Clothing,Dress,7,107.16,750.12,CUST-0090
ORD-00801,2025-06-07,APAC,Online,Clothing,Jacket,5,152.19,760.95,CUST-0077
ORD-00802,2025-10-19,NA,Online,Electronics,Smartphone,6,823.49,4940.94,CUST-0158
ORD-00803,2025-09-03,LATAM,Online,Clothing,Jacket,6,157.74,946.44,CUST-0235
ORD-00804,2025-10-02,APAC,In-Store,Clothing,Sneakers,3,98.63,295.89,CUST-0230
ORD-00805,2025-12-14,NA,Online,Sports,Yoga Mat,9,37.59,338.31,CUST-0081
ORD-00806,2025-03-18,NA,In-Store,Books,Biography,6,20.88,125.28,CUST-0072
ORD-00807,2025-07-19,NA,In-Store,Sports,Tennis Racket,3,122.56,367.68,CUST-0048
ORD-00808,2025-09-12,EU,In-Store,Home,Coffee Maker,5,87.67,438.35,CUST-0225
ORD-00809,2025-03-31,APAC,Online,Sports,Running Shoes,4,130.98,523.92,CUST-0029
ORD-00810,2025-09-05,EU,Online,Clothing,T-Shirt,8,25.04,200.32,CUST-0232
ORD-00811,2025-06-17,NA,Mobile,Home,Cookware Set,9,150.90,1358.10,CUST-0037
ORD-00812,2025-09-25,NA,In-Store,Clothing,Jeans,1,64.21,64.21,CUST-0030
ORD-00813,2025-01-24,APAC,Online,Electronics,Smartwatch,2,304.00,608.00,CUST-0027
ORD-00814,2025-04-09,APAC,Mobile,Books,Biography,4,22.71,90.84,CUST-0074
ORD-00815,2025-03-22,NA,Online,Home,Cookware Set,2,149.09,298.18,CUST-0071
ORD-00816,2025-10-05,APAC,In-Store,Books,Children's Book,9,13.21,118.89,CUST-0090
ORD-00817,2025-02-06,APAC,Mobile,Clothing,Jacket,10,129.28,1292.80,CUST-0080
ORD-00818,2025-12-12,NA,In-Store,Sports,Yoga Mat,3,34.35,103.05,CUST-0013
ORD-00819,2025-12-27,LATAM,Mobile,Electronics,Laptop,7,1161.09,8127.63,CUST-0153
ORD-00820,2025-12-10,NA,In-Store,Home,Bed Linen,6,82.14,492.84,CUST-0208
ORD-00821,2025-12-24,NA,In-Store,Books,Cookbook,2,32.82,65.64,CUST-0120
ORD-00822,2025-04-25,APAC,In-Store,Home,Cookware Set,8,147.12,1176.96,CUST-0037
ORD-00823,2025-06-16,LATAM,Online,Sports,Dumbbells,6,92.36,554.16,CUST-0117
ORD-00824,2025-08-25,EU,In-Store,Electronics,Tablet,2,477.72,955.44,CUST-0217
ORD-00825,2025-02-22,NA,In-Store,Home,Lamp,10,39.97,399.70,CUST-0104
ORD-00826,2025-07-25,LATAM,Online,Books,Fiction Novel,5,18.18,90.90,CUST-0152
ORD-00827,2025-09-04,NA,In-Store,Books,Cookbook,9,26.93,242.37,CUST-0099
ORD-00828,2025-08-11,APAC,Mobile,Clothing,Dress,7,119.38,835.66,CUST-0146
ORD-00829,2025-12-31,LATAM,Online,Clothing,Jeans,2,69.67,139.34,CUST-0147
ORD-00830,2025-02-19,LATAM,Online,Books,Children's Book,8,14.21,113.68,CUST-0211
ORD-00831,2025-12-17,LATAM,In-Store,Home,Cookware Set,2,164.72,329.44,CUST-0209
ORD-00832,2025-03-13,NA,Online,Sports,Yoga Mat,2,36.61,73.22,CUST-0228
ORD-00833,2025-11-12,LATAM,Online,Clothing,Sneakers,9,89.06,801.54,CUST-0148
ORD-00834,2025-12-14,LATAM,Mobile,Clothing,Jacket,5,142.95,714.75,CUST-0078
ORD-00835,2025-09-19,EU,In-Store,Home,Coffee Maker,10,76.72,767.20,CUST-0104
ORD-00836,2025-01-01,APAC,Online,Electronics,Smartphone,9,969.31,8723.79,CUST-0181
ORD-00837,2025-10-30,APAC,Mobile,Home,Coffee Maker,4,88.16,352.64,CUST-0101
ORD-00838,2025-04-19,EU,In-Store,Sports,Bicycle,7,637.36,4461.52,CUST-0170
ORD-00839,2025-07-04,LATAM,Online,Clothing,Jeans,9,62.75,564.75,CUST-0216
ORD-00840,2025-11-28,EU,Mobile,Home,Vacuum,3,187.77,563.31,CUST-0005
ORD-00841,2025-11-25,LATAM,In-Store,Sports,Bicycle,3,569.01,1707.03,CUST-0207
ORD-00842,2025-09-18,LATAM,In-Store,Books,Textbook,10,76.83,768.30,CUST-0109
